_id,0_OCLCCN,01_isbn,02_isbn_pubname,03_isbn_countryname,10_title,11_statement_of_responsibility,12_publisher_place,13_publisher_name,14_publication_date,15_content_code,16_content_type_term,17_content_source,18_media_code,19_media_type_term,1_leader_type,20_media_source,21_carrier_code,22_topical_term,23_form_subdivision,24_heading_source,25_authority_record_control_num,26_geographical_subdivision,27_geo_name,28_geo_source_of_headingwterm,29_geo_arn,2_physical_desc,31_host_item,32_series_title,33_series_volume,34_form_data,35_source_of_term,36_index_arn,3_place,4_language,5_catalogue_source,6_lccn,8_personal_name,9_relation,cluster_name,cluster_number,cluster_name_connaway,cluster_num_connaway,
123,60651113,822547147,Lerner Publications,English,Tornadoes /,Michael Woods and Mary B. Woods.,"Minneapolis, MN :","Lerner Publications Co.,",©2007.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Tornadoes.,Juvenile literature.,sears,(OCoLC)fst01152763,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Children's nonfiction.,fast,(OCoLC)fst01411637,mn,en,Blanks,2005017134,"Woods, Michael,",Blanks,Lerner,1,Lerner,1,
124,64390515,822568276,Lerner Publications,English,Counting /,by Jennifer Boothroyd.,Minneapolis :,"Lerner Publications Co.,",©2007.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Counting.,Juvenile literature.,fast,(OCoLC)fst00881354,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,First step nonfiction.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2006006313,"Boothroyd, Jennifer,",Blanks,Lerner,1,Lerner,1,
125,64624892,822565005,Lerner Publications,English,Camiones grandes /,por Candice Ransom.,Minneapolis :,"Lerner,",©2007.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Tractor trailers.,Juvenile literature.,sears,(OCoLC)fst01153701,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Libros para avanzar.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2006007875,"Ransom, Candice F.,",Blanks,Lerner,1,Lerner,1,
126,664258282,761357726,Twenty-First Century Books; Millbrook Press,English,Investigating electricity /,Sally M. Walker.,Minneapolis :,"Lerner Publications Company,",2012,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Electricity.,Juvenile literature.,sears,(OCoLC)fst00906253,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Searchlight books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2010035819,"Walker, Sally M.",Blanks,Lerner,1,Lerner,1,
127,779261435,9.78E+12,Penguin Books,Blanks,Made of wood /,by Sara E. Hoffmann.,Minneapolis :,"Lerner Publications Company,",2013,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Wood products.,Juvenile literature.,fast,(OCoLC)fst01179332,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2012004576,"Hoffmann, Sara,",Blanks,Lerner,1,Lerner,1,
128,593639408,761345388,Twenty-First Century Books; Millbrook Press,English,Massachusetts /,by J.F. Warner.,Minneapolis :,"Lerner Publications,",©2012.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Massachusetts.,fast,(OCoLC)fst01204307,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2010013838,"Warner, J. F.",Blanks,Lerner,1,Lerner,1,
129,593639413,761345361,Twenty-First Century Books; Millbrook Press,English,Maine /,by LeeAnne Engfer.,Minneapolis :,"Lerner Publications,",©2012.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,mn,en,Blanks,2010013844,"Engfer, Lee,",Blanks,Lerner,1,Lerner,1,
130,614990796,761345191,Twenty-First Century Books; Millbrook Press,English,Wyoming /,by Carlienne Frisch.,Minneapolis :,"Lerner Publications Co.,",©2012.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Wyoming.,fast,(OCoLC)fst01204583,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2010020511,"Frisch, Carlienne,",Blanks,Lerner,1,Lerner,1,
131,24484416,0,Blanks,Blanks,Teacher's guide /,June F. Tyler [and] Lynne Deur.,"Minneapolis, Minn. :","Lerner,",©1980.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Minorities,Blanks,fast,(OCoLC)fst01023238,United States.,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Lerner ethnic studies library.,Blanks,Blanks,Blanks,Blanks,mn,en,Blanks,0,"Tyler, June F.",Blanks,Lerner,1,Lerner,1,
132,247514974,761346414,Twenty-First Century Books; Millbrook Press,English,Mosquitoes /,by Sally M. Walker.,Minneapolis :,"Lerner Publications Co.,",2009,txt,text,rdacontent,c,computer,a,rdamedia,cr,Mosquitoes.,Juvenile literature.,fast,(OCoLC)fst01026772,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Early bird nature books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Walker, Sally M.",Blanks,Lerner,1,Lerner,1,
133,25785477,0,Blanks,Blanks,1988 fantasy football digest /,written by Cliff Charpentier.,"Minneapolis, Minn. :","Lerner Publications,",©1988.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Fantasy football (Game),Blanks,fast,(OCoLC)fst00920830,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,mn,en,Blanks,87118426,"Charpentier, Cliff.",Blanks,Lerner,1,Lerner,1,
134,27394868,082251852X,Lerner Publications,English,India in pictures /,"prepared by Geography Department, Lerner Publications Company.",Minneapolis :,"Lerner Publications,",©1992.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,India.,fast,(OCoLC)fst01210276,Blanks,Blanks,Visual geography series.,Blanks,Blanks,Blanks,Blanks,nm,en,Blanks,88009018,Blanks,Blanks,Lerner,1,Lerner,1,
135,29836521,822518554,Lerner Publications,English,Australia-- in pictures /,"prepared by Geography Department, Lerner Publications Company.","Minneapolis, Minn. :","Lerner,","1993, ©1990.",txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Australia.,sears,(OCoLC)fst01204543,Blanks,Blanks,"Visual geography series (Minneapolis, Minn.)",Blanks,Pictorial works.,fast,(OCoLC)fst01423874,mn,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
136,315179384,761351736,Twenty-First Century Books; Millbrook Press,English,Robins /,by Robin Nelson.,Minneapolis :,"Lerner Publications,",©2009.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Robins,Juvenile literature.,fast,(OCoLC)fst01098973,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,First step nonfiction.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Nelson, Robin,",Blanks,Lerner,1,Lerner,1,
137,31681500,822518236,Lerner Publications,English,Uruguay in pictures /,prepared by Nathan A. Haverstock.,Minneapolis :,"Lerner Publications Co.,","1994, ©1987.",txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Uruguay.,fast,(OCoLC)fst01202667,Blanks,Blanks,"Visual geography series (Minneapolis, Minn.)",Blanks,Blanks,Blanks,Blanks,mn,en,Blanks,0,"Haverstock, Nathan A.",Blanks,Lerner,1,Lerner,1,
138,31923156,9589135137,Reed Publishing,Colombia,Medicina y salud familiar :,Blanks,[Place of publication not identified] :,"Lerner,",©1992.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Self-care, Health.",Blanks,fast,(OCoLC)fst01111506,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,sp,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
139,35360182,9.79E+12,Blanks,Spain,Alejandro Obrego?n /,Gabriel Garci?a Ma?rquez [and others].,Madrid :,"Lerner & Lerner Editores,",©1992.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Artists.,Biography.,fast,(OCoLC)fst00817559,Catalonia,Spain,fast,(OCoLC)fst01206043,Blanks,Blanks,Blanks,Blanks,"Criticism, interpretation, etc.",fast,(OCoLC)fst01411635,sp,sp,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
140,36771096,822518376,Lerner Publications,English,Liberia --in pictures /,prepared by Jo M. Sullivan.,Minneapolis :,"Lerner Publications Co.,",©1996.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Liberia.,fast,(OCoLC)fst01205331,Blanks,Blanks,"Visual geography series (Minneapolis, Minn.)",Blanks,Blanks,Blanks,Blanks,mn,en,Blanks,87026470,"Sullivan, Jo Mary,",Blanks,Lerner,1,Lerner,1,
141,43354087,082252743X,Lerner Publications,English,Mississippi /,Anna Ready.,"Minneapolis, Minn. :","Lerner Publications,",©1999.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Blanks,Blanks,Blanks,Blanks,Blanks,Mississippi.,fast,(OCoLC)fst01207034,Blanks,Blanks,Hello U.S.A.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,92031056,"Ready, Anna.",Blanks,Lerner,1,Lerner,1,
142,435493282,076135705X,Twenty-First Century Books; Millbrook Press,English,Mercury /,by Gregory L. Vogt.,"Minneapolis, MN :","Lerner Publications Co.,",©2010.,txt,text,rdacontent,c,computer,a,rdamedia,cr,JUVENILE NONFICTION,Blanks,bisacsh,Blanks,Blanks,Solar system.,fast,(OCoLC)fst01244288,cr cnu---unuuu,Blanks,Early bird astronomy.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Vogt, Gregory.",Blanks,Lerner,1,Lerner,1,
143,435530235,761357173,Twenty-First Century Books; Millbrook Press,English,A Nile River food chain :,"Rebecca Hogue Wojahn, Donald Wojahn.",Minneapolis :,"Lerner Publications Co.,",©2010.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Food chains (Ecology),Juvenile literature.,fast,(OCoLC)fst00930712,Nile River Delta,Egypt,fast,(OCoLC)fst01258204,cr cnu---unuuu,Blanks,Follow that food chain.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Wojahn, Rebecca Hogue.",Blanks,Lerner,1,Lerner,1,
144,54492514,9.79E+12,Blanks,Singapore,English grammar for students /,"Anne Seaton, Y H Mew.",Singapore :,"Lerners Pub.,",2000,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,"Grammar, Comparative and general.",Blanks,fast,(OCoLC)fst00946126,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,si,en,Blanks,0,"Seaton, Anne.",Blanks,Lerner,1,Lerner,1,
145,55087020,822580403,Lerner Publications,English,Pet hermit crab /,by Robin Nelson.,Minneapolis :,"Lerner,",©2003.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Hermit crabs as pets.,Juvenile literature.,fast,(OCoLC)fst00955527,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,First step nonfiction.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Nelson, Robin,",Blanks,Lerner,1,Lerner,1,
146,55093042,822507080,Lerner Publications,English,Waves :,by Paul Fleisher.,Minneapolis :,"Lerner Publications Co.,",©2002.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Electromagnetic waves.,Juvenile literature.,fast,(OCoLC)fst00906574,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Fleisher, Paul.",Blanks,Lerner,1,Lerner,1,
147,55646156,822552574,Lerner Publications,English,Teaching money.,Blanks,"Minneapolis, MN :","Lerner Publications Co.,",©2002.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Money,Blanks,fast,(OCoLC)fst01025306,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Money.,Blanks,Blanks,Blanks,Blanks,ca,en,Blanks,0,Blanks,Blanks,Lerner,1,Lerner,1,
148,662646394,761363238,Twenty-First Century Books; Millbrook Press,English,Pugs are the best! /,Elaine Landau.,"Minneapolis, MN :","Lerner,",©2011.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Pug.,Juvenile literature.,fast,(OCoLC)fst01083754,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Landau, Elaine.",Blanks,Lerner,1,Lerner,1,
149,696605122,761377603,Twenty-First Century Books; Millbrook Press,English,Street soccer /,Paul Mason and Sarah Eason.,Minneapolis :,"Lerner Publications Co.,",2012,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Soccer.,Juvenile literature.,sears,(OCoLC)fst01122119,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,On the radar.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,2011000466,"Mason, Paul,",Blanks,Lerner,1,Lerner,1,
150,706498803,761372172,Twenty-First Century Books; Millbrook Press,English,Did President Grant really get a ticket for speeding in a horse-drawn carriage? :,by Sandy Donovan.,"Minneapolis, MN :","Lerner Publications Co.,",2011,txt,text,rdacontent,c,computer,a,rdamedia,cr,Presidents.,Miscellanea.,fast,(OCoLC)fst01075723,United States,United States.,fast,(OCoLC)fst01204155,cr cnu---unuuu,Blanks,Is that a fact?,Blanks,Miscellanea.,fast,(OCoLC)fst01423854,mn,en,Blanks,0,"Donovan, Sandra,",Blanks,Lerner,1,Lerner,1,
151,764433815,076138006X,Twenty-First Century Books; Millbrook Press,English,Put inclined planes to the test /,by Sally M. Walker and Roseann Feldmann.,"Minneapolis, MN :","Lerner Publications Co.,",©2012.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Inclined planes.,Juvenile literature.,fast,(OCoLC)fst00968614,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Searchlight books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Walker, Sally M.",Blanks,Lerner,1,Lerner,1,
152,796035272,9.78E+12,Penguin Books,Blanks,NASCAR at the track /,by Mark Stewart and Mike Kennedy.,Minneapolis :,"Lerner Publications,",©2008.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Stock car racing.,Juvenile literature.,fast,(OCoLC)fst01133540,United States.,United States.,fast,(OCoLC)fst01204155,cr cnu---unuuu,Blanks,NASCAR library collection (Lerner Publications Company),Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Stewart, Mark,",Blanks,Lerner,1,Lerner,1,
153,796039039,9.78E+12,Penguin Books,Blanks,NASCAR in the pits /,by Mark Stewart & Mike Kennedy.,Minneapolis :,"Lerner Publications Co.,",©2008.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Stock car racing,Juvenile literature.,fast,(OCoLC)fst01133540,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Blanks,Blanks,Juvenile works,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Stewart, Mark,",Blanks,Lerner,1,Lerner,1,
154,812535927,9.78E+12,Penguin Books,Blanks,Lou Gehrig /,by Kevin Viola.,"Minneapolis, MN :","LernerSports,",©2005.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Baseball players.,Juvenile literature.,fast,(OCoLC)fst00828007,United States,United States.,fast,(OCoLC)fst01204155,cr cnu---unuuu,Blanks,Sports heroes and legends.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Viola, Kevin,",Blanks,Lerner,1,Lernersports,4,
155,828101196,9.78E+12,Penguin Books,Blanks,Moto X freestyle /,Patrick G. Cain.,"Minneapolis, MN :","Lerner Publications Company,",©2013.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Motocross,Juvenile literature.,fast,(OCoLC)fst01027562,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Extreme summer sports zone.,Blanks,Juvenile works,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Cain, Patrick G.",Blanks,Lerner,1,Lerner,1,
156,854564683,9.78E+12,Penguin Books,Blanks,Ski slopestyle /,by Darice Bailer.,"Minneapolis, MN :","Lerner Publications Company,",[2014],txt,text,rdacontent,c,computer,a,rdamedia,cr,Skis and skiing.,Juvenile literature.,fast,(OCoLC)fst01120169,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Extreme winter sports zone.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Bailer, Darice.",Blanks,Lerner,1,Lerner,1,
157,854690616,9.78E+12,Penguin Books,Blanks,Snowboard cross /,by Darice Bailer.,Minneapolis :,"Lerner Publications Company,",©2014.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Snowboarding.,Juvenile literature.,fast,(OCoLC)fst01121993,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Extreme winter sports zone.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Bailer, Darice.",Blanks,Lerner,1,Lerner,1,
158,86078193,822589486,Lerner Publications,English,Tiger Woods /,by Jeff Savage.,Minneapolis :,"Lerner Publications,",©2007.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Racially mixed people.,Juvenile literature.,fast,(OCoLC)fst01086595,United States,United States.,fast,(OCoLC)fst01204155,cr cnu---unuuu,Blanks,Amazing athletes.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Savage, Jeff,",Blanks,Lerner,1,Lerner,1,
159,86078255,822589524,Lerner Publications,English,What is government? /,by Ann-Marie Kishel.,"Minneapolis, MN :","Lerner Publications Co.,",©2007.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Political science.,Juvenile literature.,fast,(OCoLC)fst01069781,United States,United States.,fast,(OCoLC)fst01204155,cr cnu---unuuu,Blanks,First step nonfiction.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Kishel, Ann-Marie.",Blanks,Lerner,1,Lerner,1,
160,885477445,9.78E+12,Penguin Books,Blanks,What's Great about Florida?.,Blanks,Blanks,"Lerner Publications,",2014,txt,text,rdacontent,c,computer,a,rdamedia,cr,JUVENILE NONFICTION,Blanks,bisacsh,Blanks,United States,Florida.,fast,(OCoLC)fst01205150,cr cnu---unuuu,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xx,en,Blanks,0,"Meinking, Mary.",Blanks,Lerner,1,Lerner,1,
161,885477666,9.78E+12,Penguin Books,Blanks,US Culture through Infographics.,Blanks,Blanks,"Lerner Publications,",2014,txt,text,rdacontent,c,computer,a,rdamedia,cr,Popular culture.,Juvenile literature.,fast,(OCoLC)fst01071344,United States,United States.,fast,(OCoLC)fst01204155,cr cnu---unuuu,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,xx,en,Blanks,0,"Higgins, Nadia.",Blanks,Lerner,1,Lerner,1,
162,12850594,0,Blanks,Blanks,Penny the medicine maker;,Illus. by Mark Springer.,Blanks,"Lerner,",©1960.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Penicillin.,Blanks,fast,(OCoLC)fst01056899,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,xx,en,Blanks,0,"Epstein, Sherrie S.",Blanks,Lerner,1,Lerner,1,
163,54363295,0,Blanks,Blanks,Karen gets a fever.,Blanks,Blanks,"Lerner Publications Co.,",1961,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Fever.,Fiction.,fast,(OCoLC)fst00923528,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,Fiction.,fast,(OCoLC)fst01423787,xx,en,Blanks,0,"Gilbert, Miriam.",Blanks,Lerner,1,Lerner,1,
164,644866339,0,Blanks,Blanks,International protection of human rights.,Blanks,"Washington,",Lerner Law Book Co.,[1971],txt,text,rdacontent,c,computer,a,rdamedia,cr,Human rights.,Blanks,fast,(OCoLC)fst00963285,Blanks,Blanks,Blanks,Blanks,cr bn||||||ada,Blanks,Blanks,Blanks,Blanks,Blanks,Blanks,dc,en,Blanks,0,"Luini del Russo, Alessandra.",Blanks,Lerner,1,Lerner,1,
165,53987459,0,Blanks,Blanks,Hard to crack,Meredith Sayles Hughes.,"Minneapolis, MN :","Lerner Publications Co.,",©2001.,tct,tactile text,rdacontent,n,unmediated,a,rdamedia,nc,Nuts.,Juvenile literature.,fast,(OCoLC)fst01042338,United States,United States.,fast,(OCoLC)fst01204155,Blanks,Blanks,Blanks,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Hughes, Meredith Sayles.",Blanks,Lerner,1,Lerner,1,
166,645838375,0,Blanks,Blanks,"Feeling safe, feeling strong :",Susan N. Terkel & Janice E. Rench.,Minneapolis :,"Lerner Publications Co.,",©1984.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Child sexual abuse,Juvenile literature.,fast,(OCoLC)fst00854648,Blanks,Blanks,Blanks,Blanks,cr bn||||||ada,Blanks,Blanks,Blanks,Juvenile works,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Terkel, Susan Neiburg.",Blanks,Lerner,1,Lerner,1,
167,654286523,0,Blanks,Blanks,Elements of property law :,Blanks,Washington :,"Lerner Law Book Co.,",[1959],txt,text,rdacontent,c,computer,a,rdamedia,cr,Property.,Cases.,fast,(OCoLC)fst01079116,United States,United States.,fast,(OCoLC)fst01204155,cr un||||a|a||,Blanks,Blanks,Blanks,"Trials, litigation, etc.",fast,(OCoLC)fst01423712,dc,en,Blanks,0,"Hayden, James J.",Blanks,Lerner,1,Lerner,1,
168,690808762,0,Blanks,Blanks,How leaves change /,by Sylvia A. Johnson ; photographs by Yuko Sato.,Minneapolis :,"Lerner Publciations Co.,",1986,txt,text,rdacontent,c,computer,a,rdamedia,cr,Leaves,Juvenile literature.,fast,(OCoLC)fst00995196,Blanks,Blanks,Blanks,Blanks,cr bn||||||ada,Blanks,Lerner natural science book.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Johnson, Sylvia A.",Blanks,Lerner,1,Lerner,1,
169,701051467,076137227X,Twenty-First Century Books; Millbrook Press,English,The energy we see :,Jennifer Boothroyd.,"Minneapolis, MN :","Lerner Publications,",©2011.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Light.,Juvenile literature.,fast,(OCoLC)fst00998476,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Lightning bolt books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Boothroyd, Jennifer,",Blanks,Lerner,1,Lerner,1,
170,701052732,761372261,Twenty-First Century Books; Millbrook Press,English,The energy that warms us :,Jennifer Boothroyd.,"Minneapolis, MN :","Lerner Publications Co.,",©2011.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Temperature.,Juvenile literature.,fast,(OCoLC)fst01147333,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Lightning bolt books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Boothroyd, Jennifer,",Blanks,Lerner,1,Lerner,1,
171,701962564,761372229,Twenty-First Century Books; Millbrook Press,English,All charged up :,Jennifer Boothroyd.,Minneapolis :,"Lerner Publications,",©2011.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Electricity.,Juvenile literature.,fast,(OCoLC)fst00906253,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,Lightning bolt books.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Boothroyd, Jennifer,",Blanks,Lerner,1,Lerner,1,
172,755235098,0,Blanks,Blanks,Find it! :,by Claire McInerney ; illustrations by Harry Pulver.,Minneapolis :,"Lerner Publications Co.,",©1989.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Study skills.,Juvenile literature.,fast,(OCoLC)fst01136216,Blanks,Blanks,Blanks,Blanks,cr un||||a|a||,Blanks,"Study skills (Minneapolis, Minn.)",Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"McInerney, Claire Fleischman.",Blanks,Lerner,1,Lerner,1,
173,795653393,0,Blanks,Blanks,Law of international trade.,Blanks,Wash. :,"Lerner Law Book Co.,",1966,txt,text,rdacontent,c,computer,a,rdamedia,cr,Foreign trade regulation.,Blanks,fast,(OCoLC)fst00931923,Blanks,United States.,fast,(OCoLC)fst01204155,cr un||||a|a||,Blanks,Blanks,Blanks,Commercial treaties.,fast,(OCoLC)fst01423724,wa,en,Blanks,0,"Metzger, Stanley D.",Blanks,Lerner,1,Lerner,1,
174,816391544,9.78E+12,Penguin Books,Blanks,B sounds /,by Catherine Ferne.,Minneapolis :,"Lerner Publications Co.,",©2013.,txt,text,rdacontent,c,computer,a,rdamedia,cr,English language,Juvenile literature.,fast,(OCoLC)fst00911061,Blanks,Blanks,Blanks,Blanks,cr cnu---unuuu,Blanks,First step nonfiction.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Ferne, Catherine.",Blanks,Lerner,1,Lerner,1,
175,827786970,9.78E+12,Penguin Books,Blanks,Miguel Cabrera /,by Jon M. Fishman.,Minneapolis :,"Lerner Publications,",©2013.,txt,text,rdacontent,c,computer,a,rdamedia,cr,Baseball players.,Juvenile literature.,fast,(OCoLC)fst00828007,United States,Venezuela.,fast,(OCoLC)fst01204166,cr cnu---unuuu,Blanks,Amazing athletes.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Fishman, Jon M.",Blanks,Lerner,1,Lerner,1,
176,894753221,0,Blanks,Blanks,A family in Japan /,Judith Elkin ; photographs by Stuart Atkin.,Minneapolis :,"Lerner Publications Co.,","1987, ©1986.",txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Manners and customs.,Juvenile literature.,fast,(OCoLC)fst01007815,Japan.,Japan.,fast,(OCoLC)fst01204082,cr bn||||||ada,Blanks,Families the world over.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Elkin, Judith.",Blanks,Lerner,1,Lerner,1,
177,894842012,0,Blanks,Blanks,Personal airplanes /,Don Berliner.,"Minneapolis, Minn. :","Lerner Publications Co.,",©1982.,txt,text,rdacontent,n,unmediated,a,rdamedia,nc,Private planes.,Juvenile literature.,fast,(OCoLC)fst01077523,Blanks,Blanks,Blanks,Blanks,cr bn||||||ada,Blanks,Superwheels & thrill sports.,Blanks,Juvenile works.,fast,(OCoLC)fst01411637,mn,en,Blanks,0,"Berliner, Don.",Blanks,Lerner,1,Lerner,1,
